,textID,text,selected_text,sentiment
7153,c3a4cd9e7f, Ahh! normally I would jump at that but i'm manning the office solo today,Ahh! normally I would jump at that but i'm manning the office solo today,neutral
7154,f178273088,Is trying to buy a new bible...but they just aren't the same...why did my dogs have to chew it up?,Is trying to buy a new bible...but they just aren't the same...why did my dogs have to chew it up?,neutral
7155,9c5f48c7e0,"Had drums, but they where made up of other peoples sets, so, had to give them all back","Had drums, but they where made up of other peoples sets, so, had to give them all back",neutral
7156,ded431defe,3 margs. Driving home in the rain now,3 margs. Driving home in the rain now,neutral
7157,26862f97c8,"Makes sense that greatfirewallofchina.org, a site to test whether a site is blocked in China, is blocked in China. Get that?  Any others?","Makes sense that greatfirewallofchina.org, a site to test whether a site is blocked in China, is blocked in China. Get that?  Any others?",neutral
7162,d5c65f263f,PRE-ORDER collection is launched! EVERYTHING BELOW $20  VISIT US NOW http://bit.ly/haDfr,PRE-ORDER collection is launched! EVERYTHING BELOW $20  VISIT US NOW http://bit.ly/haDfr,neutral
7163,f4b44547ce,_Kay Morning! Hows your day. Hope you're not another lying in the sun,Morning! Hows your day. Hope you're not another lying in the sun,neutral
7167,5ea2756596,"Bought some little plastic personal wine bottles at Jewel, perfect for rooftop boozin'! Wish I didn't have to wait so long!","Bought some little plastic personal wine bottles at Jewel, perfect for rooftop boozin'! Wish I didn't have to wait so long!",neutral
7169,cfed358d02, And it's such glorious weather too - poor you,And it's such glorious weather too - poor you,neutral
7174,271bfb89c2,ticked off cause i can't go see &quot;drag me to hell&quot; with melissa and amber. staying home on a friday night is NOT my thing.,ticked off cause i can't go see &quot;drag me to hell&quot; with melissa and amber. staying home on a friday night is NOT,neutral
7177,8aee050b4c,The &quot;shhh..&quot; stuff is finally all done!,The &quot;shhh..&quot; stuff is finally al,neutral
7178,11cd60c4be,my roommate _tickle loves to ignore me,my roommate _tickle loves to ignore me,neutral
7179,fb170ccdde,hopefully im getting my new windows tomorrow. still using my mums lap... birthday tomorrow eve and facebook doesnt work somehow.,hopefully im getting my new windows tomorrow. still using my mums lap... birthday tomorrow eve and facebook doesnt work somehow.,neutral
7180,d4c65fd7ab,"The Wedding is over everyone has gone home, newlyweds are off to Canada and finally, there is quiet! And I'm late for work","The Wedding is over everyone has gone home, newlyweds are off to Canada and finally, there is quiet! And I'm late for work",neutral
7184,f905aed48a,just found two very moldy and squishy reasons why non cracker based foods aren't allowed in the play room. When mom's away...,just found two very moldy and squishy reasons why non cracker based foods aren't allowed in the play room. When mom's away...,neutral
7185,7e3c091fc2,going to shower because i don't want to smell at school tomorrow,going to shower because i don't want to smell at school tomorrow,neutral
7190,2d6c2b54f1,"_reality ****, you're gonna feel that tomorrow, or tonight. Coffee = laxative.  How's the writing coming?","_reality ****, you're gonna feel that tomorrow, or tonight. Coffee = laxative.  How's the writing coming?",neutral
7193,649691cdf7,Going to see Star Trek (again) tomorrow night but this time in full IMAX glory!  I hope my motion sickness doesn't get the better of me!,Going to see Star Trek (again) tomorrow night but this time in full IMAX glory!  I hope my motion sickness doesn't get the better of me!,neutral
7194,ca5afbfeb1,&lt;&lt; Finaly Back to home..,&lt;&lt; Finaly Back to ho,neutral
7195,54c198e817,I want to be like Horatio Caine,I want to be like Horatio Caine,neutral
7196,8d338cca4a, Any tips for someone who has only made it 52 on Flight Control?,Any tips for someone who has only made it 52 on Flight Control?,neutral
7205,8eaa91229a, Yeah I know  Things would be so much easier that way. I'm bored the boys are playing tekenen (I can't spell it),Yeah I know  Things would be so much easier that way. I'm bored the boys are playing tekenen,neutral
7208,458744ff40,I gots the sniffles,I gots the sniffles,neutral
7210,b49385ebb7,"says Finally, Im home.  http://plurk.com/p/rr121","says Finally, Im home.",neutral
7211,2927c73310,  I have no idea whether or not to drink anymore...,I have no idea whether or not to drink anymore...,neutral
7219,9432091e03,is getting baptized tomorrow  and is a college graduate.  Busy weekend!,is getting baptized tomorrow  and is a college graduate.  Busy weekend!,neutral
7234,cff1d2d8b6, I just re-skinned. Still figuring why tweetsuite isn't updating,I just re-skinned. Still figuring why tweetsuite isn't updating,neutral
7238,879f64f30d, bullet train from tokyo    the gf and i have been visiting japan since thursday  vacation/sightseeing    gaijin godzilla,bullet train from tokyo    the gf and i have been visiting japan since thursday  vacation/sightseeing    gaijin go,neutral
7240,5b061067cd,"Supernatural was mega good  Now I'm off to bed, urgh long day of school tomorrow x","Supernatural was mega good  Now I'm off to bed, urgh long day of school tomorrow x",neutral
7241,494ec2c0bf,   DECEMBER... thats like a year away...,DECEMBER... thats like a year away...,neutral
7243,0f603e7928,drinking lemsip cause apaently i need ittt! IM NOT SICK,drinking lemsip cause apaently i need ittt! IM NOT SICK,neutral
7244,99f5469233, looks same in Noida too,looks same in Noida too,neutral
7245,61bfafe955, Hi Kate  How are you?,Hi Kate  How are you?,neutral
7248,4da2acbf81,I hate sitting at the doctors office! They told me she is running an hour behind! AWESOME,I hate sitting at the doctors office! They told me she is running an hour behind! AWESOME,neutral
7250,9717ecf937,Morning. I closed out EUR/JPY 132.25  @ 132.00 and place a stop @ 130.55 @ 131.55. That 132.25 was executed while i was asleep,Morning. I closed out EUR/JPY 132.25  @ 132.00 and place a stop @ 130.55 @ 131.55. That 132.25 was executed while i was asleep,neutral
7254,3ddea5d46c," Can't really do anything about that, now can I?","Can't really do anything about that, now can I?",neutral
7256,c7d5ed4542,is going to Rye House Speedway,is going to Rye House Speedway,neutral
7257,8eab77e827,is back to revision. Bye bye Hannah  &lt;3,is back to revision. Bye bye Hannah  &lt;,neutral
7261,bd02100577, hi 80th fallower,hi 80th fallower,neutral
7263,93268ff40c, OMG~ that did not sound right...** U Better B Grinning **  thx,OMG~ that did not sound right...** U Better B Grinning **  thx,neutral
7264,fb52691582, sorry missed your post earlier about Edinburgh.  I am biased towards its awesomeness!  Glad you enjoyed your visit,sorry missed your post earlier about Edinburgh.  I am biased towards its awesomeness!  Glad you enjoyed your visit,neutral
7265,5498e0a2fe, how is your coding going?,how is your coding going?,neutral
7266,13bcc6a6f6, can you give me the link for the kimba diaries please?,can you give me the link for the kimba diaries please?,neutral
7268,c72f960f31," Kayyy XD Yeah, everyone always talks about the part where the dog dies  I need to find a movie that you haven't seen now XD","Kayyy XD Yeah, everyone always talks about the part where the dog dies  I need to find a movie that you haven't seen now XD",neutral
7271,22d2feb19f,"   I sent my donation to #Eric and wanted to put the banner on, but my avatar disappeared when I tried ~","I sent my donation to #Eric and wanted to put the banner on, but my avatar disappeared when I tried",neutral
7272,282e1a63e8, another purse? Need to see photos.,another purse? Need to see photos.,neutral
7273,cae8182ef8," nope no idea, I've registered, so far no response","nope no idea, I've registered, so far no response",neutral
7274,02b88062b3,_  i missed you. today was the greatest day ever. im burnt and **** lmfao. but it will be a nice tan. 11 rides in 6 hrs!  &lt;3,_  i missed you. today was the greatest day ever. im burnt and **** lmfao. but it will be a nice tan. 11 rides in 6 hrs!  &lt,neutral
7278,390abf15ad," Its sunny atm, need to drop my brother for his classes later, so will find out then","Its sunny atm, need to drop my brother for his classes later, so will find out then",neutral
7286,138e81ccd2,Did you know if you want to stay cool all day use a shower gel or bath wash with peppermint in it,Did you know if you want to stay cool all day use a shower gel or bath wash with peppermint in it,neutral
7287,a8bce31401," I am ok, I think I will just take the attitude that Mothers Day is an invented Hallmark holiday from now on","I am ok, I think I will just take the attitude that Mothers Day is an invented Hallmark holiday from now on",neutral
7290,ded564fbca, because you had chips and sale w/o me,because you had chips and sale w/o me,neutral
7292,4438934ab7,- thats my hair guys. oh dip i gotta go!  on-ee two minits leff . . .,- thats my hair guys. oh dip i gotta go!  on-ee two minits leff . . .,neutral
7294,d9367b79ab," Oh yes..i think almost every Tuesday in June. Which dresss, I just bought one, then felt guilty and took it back","Oh yes..i think almost every Tuesday in June. Which dresss, I just bought one, then felt guilty and took it back",neutral
7296,b6bc9fe487," What about having one in TAMPA? I've been all excited to do the hunt, but I'm too far from any of those cities","I've been all excited to do the hunt, but I'm too far from any of those cities",neutral
7300,09f6e21fa6, - I'm not letting Reach sink. Thats for sure. I'm still presenting and joint HON! Owens Mon 8pm-10pm &amp; I'm Sat 2pm-4pm,- I'm not letting Reach sink. Thats for sure. I'm still presenting and joint HON! Owens Mon 8pm-10pm &amp; I'm Sat 2pm-4,neutral
7305,ebff251cb7,"OMG, it's JULY'S LAST DAY!  @ Muchachomalo","OMG, it's JULY'S LAST DAY!  @ Muchachomalo",neutral
7309,6bb8343711,i have to put it out there...... I ADIDAS JOSH DENYER  xoxoxoxoxoxo,i have to put it out there...... I ADIDAS JOSH DENYER  xoxoxoxoxoxo,neutral
7315,1aaa87b4a3,_michele but sometimes not having to say nice things all the time is kinda fun  *teehee*and now I'll put this back on as well *halo*,michele but sometimes not having to say nice things all the time is kinda fun  *teehee*and now I'll put this back on as well *halo*,neutral
7316,73ca0d04d9,_Kinda_Guy  your kids are growing up around science guys. I grew up around politics.,_Kinda_Guy  your kids are growing up around science guys. I grew up around politics.,neutral
7320,78e2b887a1,my mother is drunk grrrreat.. It's okay it's mothers week,my mother is drunk grrrreat.. It's okay it's mothers week,neutral
7322,80f154a190,because my dad has the tv to loud. Then i get creeped out cuz im from a dodgy neighbourhood and there was someone in my bush.,because my dad has the tv to loud. Then i get creeped out cuz im from a dodgy neighbourhood and there was someone in my bush.,neutral
7330,859aed01f2,wants to eat baked tahong. It's been a while. Really.  http://plurk.com/p/x24ke,wants to eat baked tahong. It's been a while. Really.  http://plurk.com/p/x24ke,neutral
7332,bc7f652552,Feel hurt. in car. gonna watch a funny movie. someone talk,Feel hurt. in car. gonna watch a funny movie. someone talk,neutral
7333,fa2057e966,Postponed is not abandoned. //,Postponed is not abandoned. //,neutral
7335,de40356564,got my car back and excited/sad for the going away party I'm attending tonight. Dani is going back to Brazil...,got my car back and excited/sad for the going away party,neutral
